datetime,high,low,open,close,volume,symbol
1655129640000,108.331,108.24,108.29925,108.24625,35600,GOOG
1655129700000,108.22275,108.1345,108.22275,108.1345,28860,GOOG
1655129760000,108.115,108.007,108.115,108.053,23200,GOOG
1655129820000,107.9955,107.892,107.9955,107.9525,82480,GOOG
1655129880000,107.9415,107.6805,107.9415,107.6805,17740,GOOG
1655129940000,107.9685,107.6875,107.6975,107.892,43080,GOOG
1655130000000,108.086,107.78,107.8,108.0355,15660,GOOG
1655130060000,108.1,107.814,108.0975,107.8745,43400,GOOG
1655130120000,107.912,107.84075,107.84075,107.912,21600,GOOG
1655130180000,107.923,107.65,107.853,107.70375,57960,GOOG
1655130240000,107.728,107.4445,107.6855,107.451,64620,GOOG
1655130300000,107.6305,107.451,107.451,107.479605,47840,GOOG
1655130360000,107.5315,107.4185,107.50225,107.45125,20280,GOOG
1655130420000,107.526,107.325,107.339,107.325,44620,GOOG
1655130480000,107.3835,107.32275,107.337,107.345205,36400,GOOG
1655130540000,107.65,107.3475,107.3475,107.552505,21740,GOOG
1655130600000,107.6755,107.59429,107.59429,107.649,65780,GOOG
1655130660000,107.6095,107.3835,107.5525,107.552,29020,GOOG
1655130720000,107.631,107.525,107.618,107.62125,32680,GOOG
1655130780000,107.728,107.57612,107.57612,107.6585,37600,GOOG
1655130840000,107.7335,107.63,107.7335,107.63,28000,GOOG
1655130900000,107.775,107.655,107.655,107.775,15600,GOOG
1655130960000,107.7785,107.69,107.73375,107.69,28000,GOOG
1655131020000,107.684,107.651,107.684,107.651,5600,GOOG
1655131080000,107.789375,107.69,107.7155,107.69,19600,GOOG
1655131140000,107.597495,107.504,107.525,107.504,11600,GOOG
1655131200000,107.465,107.38325,107.4165,107.38325,17600,GOOG
1655131260000,107.44525,107.3865,107.387005,107.44525,24020,GOOG
1655131320000,107.4515,107.25,107.4515,107.297,39060,GOOG
1655131380000,107.324,107.24,107.3235,107.24,55960,GOOG
1655131440000,107.3835,107.2,107.2855,107.338295,54980,GOOG
1655131500000,107.385,107.33425,107.3482,107.385,33960,GOOG
1655131560000,107.472495,107.385,107.385,107.41475,14300,GOOG
1655131620000,107.47,107.3925,107.47,107.394,27000,GOOG
1655131680000,107.361,107.323,107.323,107.3245,19200,GOOG
1655131740000,107.361,107.207,107.3555,107.207,29600,GOOG
1655131800000,107.291,107.193505,107.193505,107.273,15200,GOOG
1655131860000,107.267145,107.2165,107.235,107.2165,13600,GOOG
1655131920000,107.2585,107.154,107.2585,107.154,23540,GOOG
1655131980000,107.1995,107.107,107.107,107.1995,15600,GOOG
1655132040000,107.2965,107.225,107.2565,107.2965,12000,GOOG
1655132100000,107.4835,107.35,107.35,107.387,32700,GOOG
1655132160000,107.5365,107.379,107.4085,107.379,14640,GOOG
1655132220000,107.404,107.3035,107.404,107.36975,26000,GOOG
1655132280000,107.51,107.4775,107.4775,107.51,4000,GOOG
1655132340000,107.5995,107.52295,107.5995,107.529915,31240,GOOG
1655132400000,107.50148,107.372,107.386,107.430965,15600,GOOG
1655132460000,107.4845,107.3295,107.4845,107.3355,23820,GOOG
1655132520000,107.42,107.2675,107.2675,107.42,6000,GOOG
1655132580000,107.377,107.1815,107.377,107.1815,20100,GOOG
1655132640000,107.222,107.0155,107.218,107.15,66680,GOOG
1655132700000,107.165495,107.013,107.165495,107.068,17820,GOOG
1655132760000,107.126,107.0495,107.067,107.117,44860,GOOG
1655132820000,107.141,107.067,107.077,107.141,22380,GOOG
1655132880000,107.208,107.0955,107.126,107.1265,24560,GOOG
1655132940000,107.17,107.1,107.1,107.17,8000,GOOG
1655133000000,107.1885,107.026,107.17575,107.026,41640,GOOG
1655133060000,107.1945,107.025785,107.08,107.18,12180,GOOG
1655133120000,107.36,107.2725,107.35,107.3,27600,GOOG
1655133180000,107.3845,107.305,107.3085,107.305,15800,GOOG
1655133240000,107.4725,107.331,107.353,107.436,19340,GOOG
1655133300000,107.66775,107.4125,107.4125,107.643,21780,GOOG
1655133360000,107.6625,107.5935,107.6435,107.5935,16620,GOOG
1655133420000,107.736,107.656175,107.704055,107.6675,14000,GOOG
1655133480000,107.778545,107.7455,107.7455,107.778545,57940,GOOG
1655133540000,107.9005,107.8125,107.815445,107.88175,49240,GOOG
1655133600000,107.9815,107.7205,107.88075,107.7205,39120,GOOG
1655133660000,107.872,107.7355,107.7355,107.872,10540,GOOG
1655133720000,108.007,107.8155,107.8155,107.9295,18000,GOOG
1655133780000,108.1025,107.97825,108.013,107.97825,21900,GOOG
1655133840000,108.1,107.945,107.9545,108.09727,13200,GOOG
1655133900000,108.112,107.9255,108.112,107.9255,27600,GOOG
1655133960000,107.9955,107.814,107.9955,107.814,15200,GOOG
1655134020000,107.883005,107.83175,107.8815,107.83175,23760,GOOG
1655134080000,107.82875,107.65,107.82875,107.6765,41900,GOOG
1655134140000,107.715,107.502505,107.676,107.715,51600,GOOG
1655134200000,107.779,107.66,107.7,107.6605,20460,GOOG
1655134260000,107.6885,107.636,107.687,107.65725,15980,GOOG
1655134320000,107.6125,107.56375,107.581,107.56375,13600,GOOG
1655134380000,107.749,107.603,107.6045,107.6065,27380,GOOG
1655134440000,107.738,107.738,107.738,107.738,2000,GOOG
1655134500000,107.922,107.716765,107.716765,107.88475,14420,GOOG
1655134560000,107.9395,107.73625,107.9395,107.798,24540,GOOG
1655134620000,107.762025,107.706,107.762025,107.756,10760,GOOG
1655134680000,107.807,107.7265,107.7595,107.807,7960,GOOG
1655134740000,107.98018,107.85125,107.85125,107.9455,15200,GOOG
1655134800000,108.15,108.0255,108.0255,108.12925,40080,GOOG
1655134860000,108.0485,107.877,108.0165,107.877,9600,GOOG
1655134920000,108.0795,107.984,107.984,108.0795,8000,GOOG
1655134980000,108.19509,108.062,108.062,108.19509,6300,GOOG
1655135040000,108.14,108.078,108.14,108.078,6000,GOOG
1655135100000,107.986,107.882,107.986,107.981,24600,GOOG
1655135160000,107.953,107.9,107.9,107.934875,13600,GOOG
1655135220000,107.878,107.801,107.801,107.878,19360,GOOG
1655135280000,107.8525,107.834,107.834,107.8515,12000,GOOG
1655135340000,107.889,107.8245,107.8495,107.88789,16920,GOOG
1655135400000,108,107.798,107.811,107.804,50840,GOOG
1655135460000,107.829,107.732,107.7425,107.8045,11600,GOOG
1655135520000,107.769,107.7125,107.7575,107.769,10440,GOOG
1655135580000,107.8155,107.699,107.709,107.8155,19920,GOOG
1655135640000,107.816,107.8035,107.8155,107.8035,9920,GOOG
1655135700000,107.84,107.7805,107.7805,107.84,4000,GOOG
1655135760000,107.896,107.8815,107.895495,107.8815,9200,GOOG
1655135820000,107.8905,107.812,107.822,107.8575,12740,GOOG
1655135880000,107.9,107.9,107.9,107.9,2000,GOOG
1655135940000,108.066185,107.9445,108.025,108.066185,14440,GOOG
1655136000000,107.9605,107.9605,107.9605,107.9605,6280,GOOG
1655136060000,107.997,107.997,107.997,107.997,2000,GOOG
1655136120000,108.245,108.0135,108.1,108.1465,51360,GOOG
1655136180000,108.137995,107.90125,108.048,107.9015,25280,GOOG
1655136240000,108.007,107.9395,107.9395,108.007,42840,GOOG
1655136300000,108.0215,108.0145,108.0215,108.0145,4000,GOOG
1655136360000,108.06,107.928,108.06,107.965,37760,GOOG
1655136420000,107.99425,107.86,107.99425,107.936,23200,GOOG
1655136480000,108.0825,107.926505,107.926505,108.0825,17200,GOOG
1655136540000,108.266,108.104,108.2585,108.104,30760,GOOG
1655136600000,108.26,108.01575,108.08505,108.26,26100,GOOG
1655136660000,108.315,108.226,108.226,108.315,11600,GOOG
1655136720000,108.5,108.274,108.329945,108.5,33740,GOOG
1655136780000,108.5,108.339,108.5,108.339,21860,GOOG
1655136840000,108.376,108.2705,108.2705,108.376,13600,GOOG
1655136900000,108.4495,108.37525,108.37525,108.4495,7200,GOOG
1655136960000,108.406,108.2575,108.406,108.309,29280,GOOG
1655137020000,108.32619,108.215,108.315495,108.215,15200,GOOG
1655137080000,108.242,108.11,108.11,108.242,13600,GOOG
1655137140000,108.299335,108.202,108.2445,108.202,14560,GOOG
1655137200000,108.342,108.28225,108.287,108.28225,13100,GOOG
1655137260000,108.335,108.2705,108.335,108.3055,21440,GOOG
1655137320000,108.405,108.3305,108.3305,108.405,20580,GOOG
1655137380000,108.5185,108.295,108.5185,108.295,38700,GOOG
1655137440000,108.335,108.296,108.334,108.296,9600,GOOG
1655137500000,108.471875,108.391,108.391,108.411005,32280,GOOG
1655137560000,108.5065,108.384,108.5065,108.459,22840,GOOG
1655137620000,108.52,108.43375,108.43375,108.52,29300,GOOG
1655137680000,108.509,108.361,108.509,108.395,17600,GOOG
1655137740000,108.487,108.363,108.363,108.487,18880,GOOG
1655137800000,108.406,108.35725,108.406,108.3625,25320,GOOG
1655137860000,108.4075,108.3861,108.3861,108.4075,15600,GOOG
1655137920000,108.4595,108.382,108.4275,108.382,11600,GOOG
1655137980000,108.598,108.4285,108.4285,108.598,16000,GOOG
1655138040000,108.7,108.6005,108.7,108.6005,13600,GOOG
1655138100000,108.6935,108.56625,108.56625,108.6935,9600,GOOG
1655138160000,108.7945,108.667,108.7495,108.7945,15860,GOOG
1655138220000,108.889,108.79325,108.889,108.84652,26000,GOOG
1655138280000,108.966,108.7525,108.846495,108.966,24200,GOOG
1655138340000,109,108.8865,109,108.934,40700,GOOG
1655138400000,108.87705,108.826,108.8655,108.826,14200,GOOG
1655138460000,108.7725,108.6315,108.7725,108.6315,14600,GOOG
1655138520000,108.661,108.6275,108.661,108.6275,5600,GOOG
1655138580000,108.6705,108.554135,108.6705,108.5795,24980,GOOG
1655138640000,108.63317,108.5455,108.5795,108.5535,22340,GOOG
1655138700000,108.6435,108.586,108.586,108.6435,5600,GOOG
1655138760000,108.6265,108.5315,108.6265,108.5735,14000,GOOG
1655138820000,108.609,108.426505,108.609,108.4285,18360,GOOG
1655138880000,108.5815,108.467,108.48,108.536,23200,GOOG
1655138940000,108.539,108.48225,108.539,108.48225,8000,GOOG
1655139000000,108.5665,108.555,108.5665,108.5625,10000,GOOG
1655139060000,108.499,108.34475,108.499,108.34475,13600,GOOG
1655139120000,108.524,108.396,108.396,108.524,26760,GOOG
1655139180000,108.4645,108.397,108.4645,108.397,8000,GOOG
1655139240000,108.283995,108.155375,108.1855,108.18225,38500,GOOG
1655139300000,108.26575,108.1845,108.229835,108.26575,25200,GOOG
1655139360000,108.19564,108,108.1935,108,24680,GOOG
1655139480000,108.096,107.987,108.0745,108.096,33200,GOOG
1655139540000,108.124,107.9835,107.9905,108.124,20460,GOOG
1655139600000,108.11,108.047,108.109,108.06925,14000,GOOG
1655139660000,108.0595,107.87825,108.0595,107.87825,19680,GOOG
1655139720000,108.012,107.9585,107.9585,107.969055,11200,GOOG
1655139780000,107.9895,107.9665,107.9895,107.9665,16000,GOOG
1655139840000,108.01,107.974,107.974,107.974,9600,GOOG
1655139900000,107.9295,107.80325,107.9295,107.841065,25200,GOOG
1655139960000,107.9325,107.75325,107.7845,107.9325,20660,GOOG
1655140020000,107.95,107.86,107.95,107.86,10700,GOOG
1655140080000,107.944,107.8505,107.8505,107.9345,10500,GOOG
1655140140000,108.01862,107.879,107.879,107.99875,25600,GOOG
1655140200000,107.9985,107.9105,107.9985,107.9725,21580,GOOG
1655140260000,108.032035,107.9825,108.032035,107.9825,11600,GOOG
1655140320000,108.037,108.037,108.037,108.037,2000,GOOG
1655140380000,107.99,107.9725,107.99,107.9725,19100,GOOG
1655140440000,108.065,107.99125,108.014935,108.041,17200,GOOG
1655140500000,108.16091,108.10125,108.10125,108.11575,9600,GOOG
1655140560000,108.190895,108.108255,108.14025,108.108255,25200,GOOG
1655140620000,108.189,108.1,108.153,108.1,13600,GOOG
1655140680000,108.101,108.039,108.039,108.101,11200,GOOG
1655140740000,108.13625,108.044,108.08525,108.13625,20680,GOOG
1655140800000,108.1385,108.0945,108.0945,108.106,19760,GOOG
1655140860000,108.175495,108.10925,108.1555,108.174495,17200,GOOG
1655140920000,108.1575,108.12775,108.1575,108.14325,24360,GOOG
1655140980000,108.192,108.11181,108.11181,108.1735,25600,GOOG
1655141040000,108.072,107.926505,108.072,107.926505,9640,GOOG
1655141100000,108.15,108.057,108.0685,108.057,9600,GOOG
1655141160000,108.0585,107.933,108.0585,107.933,17180,GOOG
1655141220000,108,107.9965,107.9965,108,11600,GOOG
1655141280000,107.9945,107.96975,107.96975,107.9945,7200,GOOG
1655141340000,108.1,107.9885,108.056,108.1,25400,GOOG
1655141400000,108.11133,108.11133,108.11133,108.11133,3600,GOOG
1655141460000,108.199,108.108,108.118,108.199,7600,GOOG
1655141520000,108.2,108.05375,108.2,108.101,31520,GOOG
1655141580000,108.029255,107.99587,108.027,108.0275,12120,GOOG
1655141640000,108.032,107.9395,108.032,107.9395,14000,GOOG
1655141700000,108.022,107.9395,107.9395,107.964,31200,GOOG
1655141760000,108.074,107.983,108.0195,108.074,11600,GOOG
1655141820000,108.09835,108.021875,108.09835,108.021875,11200,GOOG
1655141880000,108.096,108.004,108.096,108.091,28500,GOOG
1655141940000,108.16275,108.04625,108.04625,108.16275,8320,GOOG
1655142000000,108.202,108.158,108.202,108.18223,9200,GOOG
1655142060000,108.1925,108.1165,108.1335,108.138,12760,GOOG
1655142120000,108.4065,108.25,108.25,108.4065,18060,GOOG
1655142180000,108.481065,108.397,108.481065,108.42525,11200,GOOG
1655142240000,108.469,108.377,108.387,108.469,17600,GOOG
1655142300000,108.5,108.442075,108.5,108.496,76820,GOOG
1655142360000,108.5665,108.534,108.534,108.542,25600,GOOG
1655142420000,108.62425,108.56,108.574,108.5755,25600,GOOG
1655142480000,108.592,108.58225,108.58925,108.592,10760,GOOG
1655142540000,108.588,108.54375,108.54375,108.588,7600,GOOG
1655142600000,108.63402,108.4875,108.5955,108.4875,25840,GOOG
1655142660000,108.5675,108.4935,108.4935,108.5675,20840,GOOG
1655142720000,108.565,108.443,108.484,108.46175,29600,GOOG
1655142780000,108.453,108.3925,108.427665,108.453,11200,GOOG
1655142840000,108.461085,108.423,108.423,108.461085,15600,GOOG
1655142900000,108.578,108.578,108.578,108.578,3600,GOOG
1655142960000,108.514,108.444,108.5135,108.514,13200,GOOG
1655143020000,108.549,108.4525,108.4525,108.549,6000,GOOG
1655143080000,108.4975,108.492,108.4975,108.492,4000,GOOG
1655143140000,108.58066,108.51575,108.5775,108.5545,14840,GOOG
1655143200000,108.505,108.299,108.505,108.299,67200,GOOG
1655143260000,108.3815,108.3665,108.3665,108.3815,7620,GOOG
1655143320000,108.4005,108.343195,108.4005,108.351,9600,GOOG
1655143380000,108.3105,108.201,108.3105,108.25,41600,GOOG
1655143440000,108.28225,108.2665,108.28225,108.2665,7600,GOOG
1655143500000,108.18875,108.1885,108.18875,108.1885,4000,GOOG
1655143560000,108.226,108.164,108.173,108.164,21180,GOOG
1655143620000,108.1975,108.167,108.1975,108.193,16000,GOOG
1655143680000,108.1345,108.0965,108.1345,108.0965,5600,GOOG
1655143740000,108.09725,108.003,108.09725,108.003,23600,GOOG
1655143800000,108.004,107.976,108.004,107.976,14000,GOOG
1655143860000,107.961,107.9155,107.9595,107.941,18000,GOOG
1655143920000,108,107.9805,107.9805,108,9700,GOOG
1655143980000,108.01326,107.786005,108.01326,107.87775,44760,GOOG
1655144040000,107.7725,107.7365,107.7725,107.7365,11980,GOOG
1655144100000,107.8085,107.69728,107.751,107.8085,22000,GOOG
1655144160000,107.999495,107.917,107.999495,107.917,24040,GOOG
1655144280000,107.948,107.89175,107.89175,107.9125,8000,GOOG
1655144340000,107.985,107.84461,107.949,107.912,38000,GOOG
1655144400000,108.04675,107.93375,107.956,108.04675,17000,GOOG
1655144460000,108.1675,108.062,108.115,108.062,26680,GOOG
1655144580000,107.9815,107.9815,107.9815,107.9815,2000,GOOG
1655144640000,108.0125,107.9775,108.0025,107.9775,11740,GOOG
1655144700000,108.1115,107.9705,107.9805,108.043,18000,GOOG
1655144760000,108.0435,108.043,108.0435,108.043,9740,GOOG
1655144820000,108.0715,108.041,108.041,108.0655,30420,GOOG
1655144880000,107.98175,107.981,107.981,107.98175,4000,GOOG
1655144940000,108.091,107.9765,107.9765,107.986,68320,GOOG
1655145000000,107.9875,107.906,107.9875,107.906,22000,GOOG
1655145060000,107.75975,107.75975,107.75975,107.75975,2000,GOOG
1655145180000,107.7495,107.5865,107.587,107.7495,10000,GOOG
1655145300000,107.92165,107.91775,107.91775,107.92165,12000,GOOG
1655145360000,108.07,107.859,107.859,108.07,24000,GOOG
1655145420000,108.1045,108.018,108.06,108.018,45280,GOOG
1655145480000,108.0655,108.05586,108.0655,108.05586,8000,GOOG
1655145540000,108.1465,108.0925,108.0925,108.1465,12000,GOOG
1655145600000,108.1465,108.0895,108.0895,108.1465,7200,GOOG
1655145660000,108.09725,108.09075,108.09075,108.09725,8000,GOOG
1655145720000,108.131,108.0085,108.131,108.0085,13780,GOOG
1655145780000,108.079,107.976,108.002,107.976,9600,GOOG
1655145840000,108.034,107.94275,107.997,107.952505,16800,GOOG
1655145900000,108.07897,108.0105,108.0655,108.07897,12000,GOOG
1655145960000,108.11,108.0895,108.0895,108.11,4000,GOOG
1655146020000,108.0255,107.8745,108.0255,107.88075,15160,GOOG
1655146080000,107.967,107.9355,107.9355,107.967,10600,GOOG
1655146140000,108.007,107.89175,108.007,107.96835,28360,GOOG
1655146260000,107.9455,107.759,107.90575,107.791,50100,GOOG
1655146320000,107.826995,107.7295,107.826995,107.7565,35500,GOOG
1655146380000,107.8145,107.7875,107.7875,107.8145,7600,GOOG
1655146440000,107.8405,107.7605,107.7605,107.8355,21600,GOOG
1655146500000,107.8045,107.719,107.765,107.7295,14740,GOOG
1655146560000,107.75,107.66303,107.75,107.66303,11600,GOOG
1655146620000,107.6615,107.6085,107.661,107.6085,51140,GOOG
1655146680000,107.725,107.6245,107.625,107.725,12000,GOOG
1655146740000,107.683,107.644,107.683,107.644,15360,GOOG
1655146800000,107.656,107.613,107.634,107.613,19600,GOOG
1655146860000,107.649,107.554,107.611,107.554,19600,GOOG
1655146920000,107.564,107.496,107.5,107.564,52060,GOOG
1655146980000,107.72825,107.5675,107.5675,107.728,12000,GOOG
1655147040000,107.7275,107.664,107.674,107.673,23720,GOOG
1655147100000,107.755,107.6267,107.673,107.679,21600,GOOG
1655147160000,107.6085,107.4725,107.6085,107.4725,37200,GOOG
1655147220000,107.5735,107.452,107.452,107.5455,65080,GOOG
1655147280000,107.6025,107.4945,107.5925,107.4945,16000,GOOG
1655147340000,107.5215,107.4365,107.4365,107.4875,23720,GOOG
1655147400000,107.4365,107.365,107.4365,107.4145,39600,GOOG
1655147460000,107.40341,107.325,107.381,107.337,32000,GOOG
1655147520000,107.3595,107.222,107.3495,107.2465,31720,GOOG
1655147580000,107.2275,107.184,107.2275,107.184,5600,GOOG
1655147640000,107.2435,107.1615,107.1955,107.16195,85740,GOOG
1655147700000,107.16,107,107.147945,107,30000,GOOG
1655147760000,107.324,107.0305,107.0305,107.23625,144820,GOOG
1655147820000,107.554,107.24375,107.24425,107.4775,176940,GOOG
1655147880000,107.315,107.1015,107.315,107.1795,18000,GOOG
1655147940000,107.14,106.9655,107.0875,107.14,49100,GOOG
1655148000000,107.2925,107.125,107.149,107.2595,21280,GOOG
1655148060000,107.271085,107.1455,107.271085,107.1455,16120,GOOG
1655148120000,107.173,107.0465,107.0685,107.0465,49500,GOOG
1655148180000,107.1,106.9835,107.0005,107.064,20000,GOOG
1655148240000,107.1265,106.983,107.0195,107.0185,26900,GOOG
1655148300000,107.09425,107,107.055705,107.036,77340,GOOG
1655148360000,107.008,106.9185,106.9575,106.9185,12000,GOOG
1655148420000,107.01,106.868,106.8875,107.01,62320,GOOG
1655148480000,106.9725,106.86175,106.951,106.88925,63340,GOOG
1655148540000,106.949,106.8995,106.949,106.8995,5600,GOOG
1655148600000,106.898,106.7405,106.898,106.799,120200,GOOG
1655148660000,106.958,106.776,106.820915,106.958,61200,GOOG
1655148720000,106.85,106.772,106.85,106.79425,8000,GOOG
1655148780000,106.8425,106.7055,106.7055,106.8205,96020,GOOG
1655148840000,106.897,106.80875,106.856045,106.80875,42940,GOOG
1655148900000,106.9815,106.8635,106.8635,106.937,61620,GOOG
1655148960000,107.06675,106.927,106.927,106.975955,31020,GOOG
1655149020000,107.1745,107.0205,107.05244,107.0205,69680,GOOG
1655149080000,107.019045,106.9535,107.019045,106.963235,21980,GOOG
1655149140000,107.0125,106.9155,106.934545,107.0125,25140,GOOG
1655149200000,107.03,106.916505,107.025,106.99,42820,GOOG
1655149260000,107.07969,107.02202,107.029,107.0495,10000,GOOG
1655149320000,107.06125,107.009,107.06031,107.009,34940,GOOG
1655149380000,107.0295,106.9505,107.0295,106.9995,54780,GOOG
1655149440000,107.071,106.933,106.9785,106.9855,45380,GOOG
1655149500000,107.020935,106.94725,106.977995,107.00708,51420,GOOG
1655149560000,107.12925,106.9715,107.12925,107.005,64940,GOOG
1655149620000,107.058,106.968,107.058,107,44240,GOOG
1655149680000,107.122,107.0105,107.1175,107.0105,70080,GOOG
1655149740000,107.007595,106.8365,107.007595,106.926,41180,GOOG
1655149800000,106.9435,106.6145,106.917,106.6145,89040,GOOG
1655149860000,106.72288,106.588055,106.6195,106.60738,64080,GOOG
1655149920000,106.866,106.6355,106.636,106.7995,156620,GOOG
1655149980000,106.972,106.763,106.78,106.865,148520,GOOG
1655150040000,106.8985,106.75,106.832,106.801,131060,GOOG
1655150100000,107.03,106.777,106.8015,107.02,287700,GOOG
1655150160000,107.032,106.8415,107.023,106.8415,188380,GOOG
1655150220000,106.97175,106.76,106.81475,106.9065,159240,GOOG
1655150280000,106.9625,106.825,106.935,106.8515,76240,GOOG
1655150340000,106.93,106.776,106.825,106.8845,252760,GOOG
1655150400000,106.8765,106.8765,106.8765,106.8765,3872360,GOOG
1655150520000,106.8765,106.8765,106.8765,106.8765,226860,GOOG
1655150760000,107.05,107.024,107.024,107.05,12180,GOOG
1655151600000,106.8765,106.8765,106.8765,106.8765,81180,GOOG
1655151720000,106.8765,106.8765,106.8765,106.8765,28360,GOOG
1655151960000,107.15,107.15,107.15,107.15,2000,GOOG
1655152740000,107.15,107.15,107.15,107.15,10420,GOOG
1655153580000,106.8765,106.8765,106.8765,106.8765,90040,GOOG
1655155800000,107.2505,107.2505,107.2505,107.2505,2000,GOOG
1655193780000,108.0525,108.0525,108.0525,108.0525,2000,GOOG
1655196420000,107.85,107.85,107.85,107.85,2000,GOOG
1655206740000,107.2,107.2,107.2,107.2,2280,GOOG
1655209800000,107.3635,107.3635,107.3635,107.3635,2000,GOOG
1655209860000,107.4545,107.4545,107.4545,107.4545,4000,GOOG
1655210220000,107.6,107.6,107.6,107.6,2000,GOOG
1655210760000,107.6,107.6,107.6,107.6,2000,GOOG
1655210820000,107.6,107.6,107.6,107.6,4040,GOOG
1655211240000,107.5,107.5,107.5,107.5,2860,GOOG
1655212680000,107.695,107.695,107.695,107.695,2000,GOOG
1655213100000,107.6,107.58,107.58,107.6,4000,GOOG
1655213220000,107.4,107.058,107.4,107.4,32920,GOOG
1655213400000,107.429,106.89,107.0545,107.24725,567000,GOOG
1655213460000,107.3585,107.1795,107.3585,107.29,66320,GOOG
1655213520000,107.669,107.1585,107.347,107.1585,74040,GOOG
1655213580000,107.5495,107.1595,107.1595,107.5495,75580,GOOG
1655213640000,107.54975,107.3535,107.54975,107.3535,22000,GOOG
1655213700000,107.3535,107.185,107.223,107.227,32900,GOOG
1655213760000,107.2035,107.0205,107.138,107.177,57200,GOOG
1655213820000,107.3705,107.25,107.32,107.2525,33980,GOOG
1655213880000,107.519,107.2005,107.49,107.4325,60560,GOOG
1655213940000,107.5585,107.278,107.42,107.278,31680,GOOG
1655214000000,107.221,106.856,107.221,106.856,17200,GOOG
1655214060000,107.0105,106.844,106.9,106.844,22600,GOOG
1655214120000,107.028,106.893,106.893,107.028,10000,GOOG
1655214180000,106.981,106.6975,106.981,106.81925,48920,GOOG
1655214240000,106.769,106.64,106.769,106.72,45800,GOOG
1655214300000,107.099995,106.7175,106.7175,106.91828,85500,GOOG
1655214360000,107.19075,106.8765,106.9315,107.17,36340,GOOG
1655214420000,107.30457,107.15893,107.30457,107.23825,26960,GOOG
1655214480000,107.1215,107.055,107.065,107.115,11900,GOOG
1655214540000,107.23,107.052,107.1825,107.052,19920,GOOG
1655214600000,106.978,106.8765,106.978,106.941,19200,GOOG
1655214660000,106.969,106.87,106.87,106.969,18000,GOOG
1655214720000,107.1965,107.0475,107.0715,107.1965,12880,GOOG
1655214780000,107.298495,107.2045,107.26375,107.2045,31200,GOOG
1655214840000,107.50325,107.24678,107.2555,107.42925,54300,GOOG
1655214900000,107.5,107.324,107.324,107.4935,20900,GOOG
1655214960000,107.508,107.34975,107.508,107.415,38000,GOOG
1655215020000,107.4575,107.3745,107.4475,107.3745,19200,GOOG
1655215080000,107.5595,107.4,107.5,107.5595,20000,GOOG
1655215140000,107.865,107.51875,107.6,107.8315,103460,GOOG
1655215200000,107.835,107.683,107.8075,107.7605,26540,GOOG
1655215260000,107.743,107.6825,107.6845,107.743,6000,GOOG
1655215320000,107.759,107.7077,107.7395,107.7077,17200,GOOG
1655215380000,107.8085,107.8085,107.8085,107.8085,30000,GOOG
1655215440000,107.764515,107.5745,107.7125,107.764515,67260,GOOG
1655215500000,107.695495,107.4655,107.59,107.503005,26640,GOOG
1655215560000,107.643995,107.5435,107.643995,107.62775,23420,GOOG
1655215620000,107.7755,107.478,107.513,107.702,55160,GOOG
1655215680000,107.6675,107.625,107.6545,107.6605,56120,GOOG
1655215740000,107.607,107.4505,107.607,107.5245,25720,GOOG
1655215800000,107.51975,107.43675,107.51975,107.43675,13880,GOOG
1655215860000,107.4935,107.42775,107.455,107.4935,33600,GOOG
1655215920000,107.586,107.3935,107.48275,107.586,18000,GOOG
1655215980000,107.5675,107.347,107.5675,107.404,23200,GOOG
1655216040000,107.355,107.30225,107.348,107.306,24300,GOOG
1655216100000,107.251,107.108,107.25,107.14429,80820,GOOG
1655216160000,107.34275,107.106005,107.106005,107.264,52140,GOOG
1655216220000,107.4255,107.246,107.278875,107.4255,35220,GOOG
1655216280000,107.4075,107.271425,107.3015,107.3755,29600,GOOG
1655216340000,107.314,107.109,107.314,107.182,23200,GOOG
1655216400000,107.143,106.928,107.143,106.94975,29980,GOOG
1655216460000,106.998495,106.8785,106.9005,106.932,26000,GOOG
1655216520000,107.144,106.922,106.922,107.1085,22120,GOOG
1655216580000,107.145,107.04,107.04,107.145,34720,GOOG
1655216640000,107.186995,107.10325,107.10325,107.186995,7200,GOOG
1655216700000,107.071,106.8875,106.94852,107.0675,36560,GOOG
1655216760000,107.10807,107.0195,107.0195,107.10807,9820,GOOG
1655216820000,107.23925,107.0785,107.14,107.0785,34940,GOOG
1655216880000,107,106.928,106.9905,106.928,25120,GOOG
1655216940000,106.8725,106.811,106.82857,106.811,28000,GOOG
1655217000000,106.8375,106.7245,106.811,106.8165,46140,GOOG
1655217060000,107.06074,106.80175,106.80175,107.04,29340,GOOG
1655217120000,107.140495,107.140495,107.140495,107.140495,4000,GOOG
1655217180000,107.009,106.872,106.9755,106.872,23200,GOOG
1655217240000,106.898,106.898,106.898,106.898,2640,GOOG
1655217300000,107.091675,106.953,106.9943,107.0165,18280,GOOG
1655217360000,107.161,107.14,107.14,107.161,10000,GOOG
1655217420000,107.125,106.805,107.125,106.813,70500,GOOG
1655217480000,106.9985,106.752,106.752,106.9985,7240,GOOG
1655217540000,107.05,106.790375,107.03,106.92,19400,GOOG
1655217600000,107.009,106.9265,106.9265,107.009,10000,GOOG
1655217660000,107.0235,106.92025,106.939,107.0235,11200,GOOG
1655217720000,106.892,106.74,106.864,106.74,11360,GOOG
1655217780000,106.8055,106.7275,106.743,106.7475,19520,GOOG
